Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,day_of_week,week_of_year,month,is_weekend,season
7,06-05-2011,1970-01-01 00:00:00.000407012,0,26.54,3.735,192.7252006,8.595,Thursday,1,1,False,Winter
7,13-05-2011,1970-01-01 00:00:00.000414094,0,36.61,3.767,192.826069,8.595,Thursday,1,1,False,Winter
7,11-06-2010,1970-01-01 00:00:00.000498580,0,63.59,2.684,189.4000734,8.963,Thursday,1,1,False,Winter
7,28-01-2011,1970-01-01 00:00:00.000513372,0,10.11,3.008,191.667891,8.818,Thursday,1,1,False,Winter
7,05-08-2011,1970-01-01 00:00:00.000695392,0,55.91,3.554,193.9110133,8.622,Thursday,1,1,False,Winter
7,25-11-2011,1970-01-01 00:00:00.000949075,1,27.6,3.424,195.7704,8.513,Thursday,1,1,False,Winter
7,17-08-2012,1970-01-01 00:00:00.000642450,0,59.66,3.545,198.1001057,7.872,Thursday,1,1,False,Winter
8,04-05-2012,1970-01-01 00:00:00.000937232,0,73.96,3.749,225.2288314,5.679,Thursday,1,1,False,Winter
8,18-06-2010,1970-01-01 00:00:00.000869922,0,78.79,2.637,214.8324452,6.29,Thursday,1,1,False,Winter
8,02-09-2011,1970-01-01 00:00:00.000891387,0,84.77,3.533,219.1970226,6.425,Thursday,1,1,False,Winter
8,16-12-2011,1970-01-01 00:00:00.001118163,0,39.79,3.159,222.6910959,6.123,Thursday,1,1,False,Winter
8,04-03-2011,1970-01-01 00:00:00.000935266,0,53.18,3.288,217.2185454,6.262,Thursday,1,1,False,Winter
8,30-04-2010,1970-01-01 00:00:00.000778672,0,61.01,2.78,213.7176024,6.29,Thursday,1,1,False,Winter
8,10-08-2012,1970-01-01 00:00:00.000930745,0,83.74,3.494,225.5226885,5.401,Thursday,1,1,False,Winter
8,06-05-2011,1970-01-01 00:00:00.000941457,0,58.92,3.906,219.2435524,6.297,Thursday,1,1,False,Winter
8,13-05-2011,1970-01-01 00:00:00.000895763,0,72.96,3.899,219.4159857,6.297,Thursday,1,1,False,Winter
8,11-06-2010,1970-01-01 00:00:00.000914835,0,82.21,2.668,214.834529,6.29,Thursday,1,1,False,Winter
8,28-01-2011,1970-01-01 00:00:00.000782256,0,39.26,3.01,215.5528862,6.262,Thursday,1,1,False,Winter
8,05-08-2011,1970-01-01 00:00:00.000892393,0,85.15,3.684,218.9492991,6.425,Thursday,1,1,False,Winter
8,25-11-2011,1970-01-01 00:00:00.001235163,1,49.61,3.236,221.9491571,6.123,Thursday,1,1,False,Winter
8,17-08-2012,1970-01-01 00:00:00.000896613,0,81.21,3.571,225.6050797,5.401,Thursday,1,1,False,Winter
9,04-05-2012,1970-01-01 00:00:00.000586289,0,78.98,3.749,225.4227585,5.539,Thursday,1,1,False,Winter
9,18-06-2010,1970-01-01 00:00:00.000513073,0,82.99,2.637,215.0166484,6.384,Thursday,1,1,False,Winter
9,02-09-2011,1970-01-01 00:00:00.000544643,0,89.33,3.533,219.382382,6.404,Thursday,1,1,False,Winter
9,16-12-2011,1970-01-01 00:00:00.000705557,0,47.31,3.159,222.8825484,6.054,Thursday,1,1,False,Winter
9,04-03-2011,1970-01-01 00:00:00.000542016,0,60.67,3.288,217.4036503,6.416,Thursday,1,1,False,Winter
9,30-04-2010,1970-01-01 00:00:00.000491723,0,66.07,2.78,213.8990459,6.384,Thursday,1,1,False,Winter
9,10-08-2012,1970-01-01 00:00:00.000538713,0,88.66,3.494,225.7170094,5.277,Thursday,1,1,False,Winter
9,06-05-2011,1970-01-01 00:00:00.000545251,0,62.2,3.906,219.4315106,6.38,Thursday,1,1,False,Winter
9,13-05-2011,1970-01-01 00:00:00.000539126,0,77.66,3.899,219.6041829,6.38,Thursday,1,1,False,Winter
9,11-06-2010,1970-01-01 00:00:00.000522715,0,83.75,2.668,215.0187191,6.384,Thursday,1,1,False,Winter
9,28-01-2011,1970-01-01 00:00:00.000463561,0,43.9,3.01,215.7358438,6.416,Thursday,1,1,False,Winter
9,05-08-2011,1970-01-01 00:00:00.000554879,0,91.52,3.684,219.1349201,6.404,Thursday,1,1,False,Winter
9,25-11-2011,1970-01-01 00:00:00.000814753,1,54.32,3.236,222.1389683,6.054,Thursday,1,1,False,Winter
9,17-08-2012,1970-01-01 00:00:00.000535153,0,86.37,3.571,225.7995323,5.277,Thursday,1,1,False,Winter
10,04-05-2012,1970-01-01 00:00:00.001821364,0,77.02,4.058,131.136,7.382,Thursday,1,1,False,Winter
10,18-06-2010,1970-01-01 00:00:00.001837636,0,83.49,2.935,126.114,9.524,Thursday,1,1,False,Winter
10,02-09-2011,1970-01-01 00:00:00.001758587,0,91.61,3.798,129.3259355,8.257,Thursday,1,1,False,Winter
10,16-12-2011,1970-01-01 00:00:00.002555031,0,50.53,3.489,129.8980645,7.874,Thursday,1,1,False,Winter
10,04-03-2011,1970-01-01 00:00:00.001958003,0,56.96,3.674,128.26475,8.744,Thursday,1,1,False,Winter
10,30-04-2010,1970-01-01 00:00:00.001790694,0,69.76,3.105,126.3805667,9.524,Thursday,1,1,False,Winter
10,10-08-2012,1970-01-01 00:00:00.001880436,0,90.78,3.811,130.7561613,7.17,Thursday,1,1,False,Winter
10,06-05-2011,1970-01-01 00:00:00.001841369,0,73.56,4.193,129.0444333,8.494,Thursday,1,1,False,Winter
10,13-05-2011,1970-01-01 00:00:00.001712995,0,74.04,4.202,129.089,8.494,Thursday,1,1,False,Winter
10,11-06-2010,1970-01-01 00:00:00.001827521,0,89.67,3.057,126.1119032,9.524,Thursday,1,1,False,Winter
10,28-01-2011,1970-01-01 00:00:00.001715769,0,53.03,3.231,127.5800323,8.744,Thursday,1,1,False,Winter
10,05-08-2011,1970-01-01 00:00:00.001886299,0,89.8,3.803,129.1846452,8.257,Thursday,1,1,False,Winter
10,25-11-2011,1970-01-01 00:00:00.002950198,1,60.68,3.76,129.8364,7.874,Thursday,1,1,False,Winter
10,17-08-2012,1970-01-01 00:00:00.001827797,0,88.83,4.002,130.7909677,7.17,Thursday,1,1,False,Winter
11,04-05-2012,1970-01-01 00:00:00.001370251,0,79.07,3.749,225.1797511,6.664,Thursday,1,1,False,Winter
11,18-06-2010,1970-01-01 00:00:00.001336522,0,84.13,2.637,214.7858259,7.343,Thursday,1,1,False,Winter
11,02-09-2011,1970-01-01 00:00:00.001297792,0,91.44,3.533,219.1501106,7.567,Thursday,1,1,False,Winter
11,16-12-2011,1970-01-01 00:00:00.001783910,0,59.69,3.159,222.6426418,7.197,Thursday,1,1,False,Winter
11,04-03-2011,1970-01-01 00:00:00.001399456,0,66.5,3.288,217.1716979,7.551,Thursday,1,1,False,Winter
11,30-04-2010,1970-01-01 00:00:00.001239766,0,71.13,2.78,213.6716815,7.343,Thursday,1,1,False,Winter
11,10-08-2012,1970-01-01 00:00:00.001388973,0,86.21,3.494,225.4735085,6.334,Thursday,1,1,False,Winter
11,06-05-2011,1970-01-01 00:00:00.001331453,0,71.39,3.906,219.1959827,7.574,Thursday,1,1,False,Winter
11,13-05-2011,1970-01-01 00:00:00.001277959,0,80.93,3.899,219.3683556,7.574,Thursday,1,1,False,Winter
11,11-06-2010,1970-01-01 00:00:00.001339570,0,82.81,2.668,214.787913,7.343,Thursday,1,1,False,Winter
11,28-01-2011,1970-01-01 00:00:00.001100418,0,51.04,3.01,215.5065821,7.551,Thursday,1,1,False,Winter
11,05-08-2011,1970-01-01 00:00:00.001403198,0,90.04,3.684,218.9023209,7.567,Thursday,1,1,False,Winter
11,25-11-2011,1970-01-01 00:00:00.001848953,1,70.03,3.236,221.9011185,7.197,Thursday,1,1,False,Winter
11,17-08-2012,1970-01-01 00:00:00.001421307,0,87.73,3.571,225.5558664,6.334,Thursday,1,1,False,Winter
12,04-05-2012,1970-01-01 00:00:00.001073433,0,76.03,4.171,131.136,11.627,Thursday,1,1,False,Winter
12,18-06-2010,1970-01-01 00:00:00.000956211,0,81.06,3.043,126.114,14.099,Thursday,1,1,False,Winter
12,02-09-2011,1970-01-01 00:00:00.001052051,0,93.66,3.798,129.3259355,13.503,Thursday,1,1,False,Winter
12,16-12-2011,1970-01-01 00:00:00.001293404,0,43.29,3.6,129.8980645,12.89,Thursday,1,1,False,Winter
12,04-03-2011,1970-01-01 00:00:00.001085248,0,51.72,3.674,128.26475,14.021,Thursday,1,1,False,Winter
12,30-04-2010,1970-01-01 00:00:00.000954220,0,67.38,3.105,126.3805667,14.099,Thursday,1,1,False,Winter
12,10-08-2012,1970-01-01 00:00:00.000984689,0,95.91,3.811,130.7561613,10.926,Thursday,1,1,False,Winter
12,06-05-2011,1970-01-01 00:00:00.001021154,0,68.4,4.193,129.0444333,13.736,Thursday,1,1,False,Winter
12,13-05-2011,1970-01-01 00:00:00.000977033,0,70.93,4.202,129.089,13.736,Thursday,1,1,False,Winter
12,11-06-2010,1970-01-01 00:00:00.001016039,0,90.84,2.949,126.1119032,14.099,Thursday,1,1,False,Winter
12,28-01-2011,1970-01-01 00:00:00.000873119,0,50.74,3.342,127.5800323,14.021,Thursday,1,1,False,Winter
12,05-08-2011,1970-01-01 00:00:00.000988712,0,90.61,3.803,129.1846452,13.503,Thursday,1,1,False,Winter
12,25-11-2011,1970-01-01 00:00:00.001591920,1,53.25,3.622,129.8364,12.89,Thursday,1,1,False,Winter
12,17-08-2012,1970-01-01 00:00:00.001005003,0,94.87,4.002,130.7909677,10.926,Thursday,1,1,False,Winter
13,04-05-2012,1970-01-01 00:00:00.001995994,0,54.41,3.831,131.136,5.965,Thursday,1,1,False,Winter
13,18-06-2010,1970-01-01 00:00:00.002003435,0,58.41,2.819,126.114,8.107,Thursday,1,1,False,Winter
13,02-09-2011,1970-01-01 00:00:00.001953628,0,77.0,3.58,129.3259355,6.877,Thursday,1,1,False,Winter
13,16-12-2011,1970-01-01 00:00:00.002760346,0,27.85,3.282,129.8980645,6.392,Thursday,1,1,False,Winter
13,04-03-2011,1970-01-01 00:00:00.001894960,0,34.23,3.23,128.26475,7.47,Thursday,1,1,False,Winter
13,30-04-2010,1970-01-01 00:00:00.001785823,0,48.33,2.941,126.3805667,8.107,Thursday,1,1,False,Winter
13,10-08-2012,1970-01-01 00:00:00.002041019,0,81.69,3.509,130.7561613,5.765,Thursday,1,1,False,Winter
13,06-05-2011,1970-01-01 00:00:00.001986380,0,47.75,3.744,129.0444333,7.193,Thursday,1,1,False,Winter
13,13-05-2011,1970-01-01 00:00:00.001958823,0,52.4,3.77,129.089,7.193,Thursday,1,1,False,Winter
13,11-06-2010,1970-01-01 00:00:00.002037880,0,65.24,2.841,126.1119032,8.107,Thursday,1,1,False,Winter
13,28-01-2011,1970-01-01 00:00:00.001633663,0,31.64,2.96,127.5800323,7.47,Thursday,1,1,False,Winter
13,05-08-2011,1970-01-01 00:00:00.002076231,0,75.56,3.595,129.1846452,6.877,Thursday,1,1,False,Winter
13,25-11-2011,1970-01-01 00:00:00.002864170,1,38.89,3.445,129.8364,6.392,Thursday,1,1,False,Winter
13,17-08-2012,1970-01-01 00:00:00.002095769,0,79.4,3.545,130.7909677,5.765,Thursday,1,1,False,Winter
14,04-05-2012,1970-01-01 00:00:00.001949354,0,55.21,3.951,190.9222115,8.567,Thursday,1,1,False,Winter
14,18-06-2010,1970-01-01 00:00:00.002248645,0,72.62,2.78,182.4424199,8.899,Thursday,1,1,False,Winter
14,02-09-2011,1970-01-01 00:00:00.001750891,0,70.63,3.703,186.6189274,8.625,Thursday,1,1,False,Winter
14,16-12-2011,1970-01-01 00:00:00.002594363,0,39.93,3.413,188.7979349,8.523,Thursday,1,1,False,Winter
14,04-03-2011,1970-01-01 00:00:00.002041215,0,38.65,3.433,184.3879911,8.549,Thursday,1,1,False,Winter
14,30-04-2010,1970-01-01 00:00:00.002082355,0,53.15,2.921,181.6620359,8.899,Thursday,1,1,False,Winter
14,10-08-2012,1970-01-01 00:00:00.001648570,0,78.65,3.722,191.1626135,8.684,Thursday,1,1,False,Winter
14,06-05-2011,1970-01-01 00:00:00.002095599,0,58.21,4.046,185.9374378,8.521,Thursday,1,1,False,Winter
14,13-05-2011,1970-01-01 00:00:00.002004330,0,60.38,4.066,186.0719231,8.521,Thursday,1,1,False,Winter
14,11-06-2010,1970-01-01 00:00:00.002249570,0,69.71,2.809,182.4315571,8.899,Thursday,1,1,False,Winter
14,28-01-2011,1970-01-01 00:00:00.001613718,0,24.05,3.237,183.1800955,8.549,Thursday,1,1,False,Winter
14,05-08-2011,1970-01-01 00:00:00.002066020,0,78.22,3.842,186.3734038,8.625,Thursday,1,1,False,Winter
14,25-11-2011,1970-01-01 00:00:00.002685351,1,48.71,3.492,188.3504,8.523,Thursday,1,1,False,Winter
14,17-08-2012,1970-01-01 00:00:00.001660433,0,75.71,3.807,191.2284919,8.684,Thursday,1,1,False,Winter
15,04-05-2012,1970-01-01 00:00:00.000577868,0,51.04,4.124,138.0332,8.15,Thursday,1,1,False,Winter
15,18-06-2010,1970-01-01 00:00:00.000652329,0,65.83,2.942,132.4733333,8.185,Thursday,1,1,False,Winter
15,02-09-2011,1970-01-01 00:00:00.000649159,0,67.63,3.879,136.2440968,7.806,Thursday,1,1,False,Winter
15,16-12-2011,1970-01-01 00:00:00.000870415,0,35.49,3.611,136.5335161,7.866,Thursday,1,1,False,Winter
15,04-03-2011,1970-01-01 00:00:00.000573374,0,28.16,3.605,133.6141429,7.771,Thursday,1,1,False,Winter
15,30-04-2010,1970-01-01 00:00:00.000570791,0,49.09,3.042,132.0644333,8.185,Thursday,1,1,False,Winter
15,10-08-2012,1970-01-01 00:00:00.000590453,0,73.99,3.863,138.1437742,8.193,Thursday,1,1,False,Winter
15,06-05-2011,1970-01-01 00:00:00.000630522,0,49.87,4.192,134.5143667,7.658,Thursday,1,1,False,Winter
15,13-05-2011,1970-01-01 00:00:00.000630482,0,57.07,4.211,134.593,7.658,Thursday,1,1,False,Winter
15,11-06-2010,1970-01-01 00:00:00.000619337,0,61.04,2.972,132.4357419,8.185,Thursday,1,1,False,Winter
15,28-01-2011,1970-01-01 00:00:00.000481119,0,19.61,3.402,133.1059677,7.771,Thursday,1,1,False,Winter
15,05-08-2011,1970-01-01 00:00:00.000607961,0,73.63,4.02,136.0540323,7.806,Thursday,1,1,False,Winter
15,25-11-2011,1970-01-01 00:00:00.001066478,1,41.1,3.689,136.4788,7.866,Thursday,1,1,False,Winter
15,17-08-2012,1970-01-01 00:00:00.000579738,0,70.29,3.963,138.1857097,8.193,Thursday,1,1,False,Winter
16,04-05-2012,1970-01-01 00:00:00.000426959,0,51.34,3.903,197.6063534,6.169,Thursday,1,1,False,Winter
16,18-06-2010,1970-01-01 00:00:00.000540149,0,52.4,2.674,189.4185259,6.842,Thursday,1,1,False,Winter
16,02-09-2011,1970-01-01 00:00:00.000580805,0,63.44,3.511,194.5092113,6.338,Thursday,1,1,False,Winter
16,16-12-2011,1970-01-01 00:00:00.000679481,0,22.5,3.266,195.9841685,6.232,Thursday,1,1,False,Winter
16,04-03-2011,1970-01-01 00:00:00.000484829,0,31.77,3.232,192.0116004,6.614,Thursday,1,1,False,Winter
16,30-04-2010,1970-01-01 00:00:00.000383550,0,37.75,2.766,189.575127,6.842,Thursday,1,1,False,Winter
16,10-08-2012,1970-01-01 00:00:00.000554036,0,70.24,3.509,198.0795651,6.061,Thursday,1,1,False,Winter
16,06-05-2011,1970-01-01 00:00:00.000423805,0,38.64,3.735,192.7252006,6.339,Thursday,1,1,False,Winter
16,13-05-2011,1970-01-01 00:00:00.000410406,0,43.29,3.767,192.826069,6.339,Thursday,1,1,False,Winter
16,11-06-2010,1970-01-01 00:00:00.000535587,0,62.63,2.684,189.4000734,6.842,Thursday,1,1,False,Winter
16,28-01-2011,1970-01-01 00:00:00.000448391,0,20.8,3.008,191.667891,6.614,Thursday,1,1,False,Winter
16,05-08-2011,1970-01-01 00:00:00.000592981,0,63.96,3.554,193.9110133,6.338,Thursday,1,1,False,Winter
16,25-11-2011,1970-01-01 00:00:00.000712422,1,31.39,3.424,195.7704,6.232,Thursday,1,1,False,Winter
16,17-08-2012,1970-01-01 00:00:00.000521896,0,62.07,3.545,198.1001057,6.061,Thursday,1,1,False,Winter
17,04-05-2012,1970-01-01 00:00:00.000930121,0,48.86,3.831,131.136,6.235,Thursday,1,1,False,Winter
17,18-06-2010,1970-01-01 00:00:00.000877996,0,54.94,2.819,126.114,6.635,Thursday,1,1,False,Winter
17,02-09-2011,1970-01-01 00:00:00.000847380,0,69.31,3.58,129.3259355,6.745,Thursday,1,1,False,Winter
17,16-12-2011,1970-01-01 00:00:00.001067754,0,21.07,3.282,129.8980645,6.617,Thursday,1,1,False,Winter
